"period","timestamp","probability","confidence","trend","key_factors"
1,"2026-02-12 04:37:18",0.6945,"MEDIUM","INCREASING","The aggressor holds a massive military advantage (0.06 balance) and has already seized 37.1% of the territory within only 7 days, indicating a near-collapse of conventional frontline defense. While the smaller power successfully defended some key positions this period, the sheer speed of territorial loss creates extreme military pressure. External support (32.5%) is currently insufficient to offset the aggressor's momentum. Backchannel ceasefire talks and internal factional discussions about morale suggest the government is already weighing survival strategies against potential transition or capitulation."
1,"2026-02-12 04:37:31",0.6395,"HIGH","INCREASING","The government faces a critical survival threshold due to the combination of a major territorial loss (40.9%) and the ***SHOCK: Defender Economic Crisis***. While international support (EXTERNAL_PROTECTION) remains exceptionally high at 89.3%, the ""Battlefield Breakthrough"" by the major power and the sudden buckling of the domestic economy create a pincer effect. The military balance is heavily tilted toward the aggressor (-0.31), and the internal discussions regarding public morale suggest that the institutional capacity to manage a total economic collapse while losing territory is rapidly diminishing."
1,"2026-02-12 04:46:02",0.5545,"MEDIUM","INCREASING","The aggressor holds a significant military advantage (-0.11 balance) and has already seized 24% of the territory within 7 days, creating extreme military pressure. However, the defender has successfully held key positions in recent tactical shifts and is effectively winning the information war. The ""Allied Commitment Questioned"" shock event is the most critical risk factor, as the defender's stability relies heavily on external protection (52.4%) which is now showing signs of fragility."
1,"2026-02-12 04:47:59",0.4675,"MEDIUM","INCREASING","The primary threat is the ***Battlefield Development: Major power achieves significant operational objectives***, which has resulted in a 37.8% loss of territory. This high military pressure is currently offset by near-total international support (95.3%) and active diplomatic coordination. While the military situation is deteriorating rapidly (Momentum -0.20), the government remains internationally recognized and supported, preventing immediate collapse."
1,"2026-02-12 04:55:29",0.5515,"MEDIUM","STABLE","The aggressor holds a significant territorial advantage (38.8%) and military momentum, creating severe pressure on the smaller power's sovereignty. While international support is high (78.4%) and sanctions are impacting the aggressor, the ""inter_faction_negotiation"" regarding territorial concessions suggests the government is under extreme duress to compromise its core mandate. The high crisis level (9/10) and rapid territorial loss are the primary drivers of potential collapse or transition."
1,"2026-02-12 04:56:24",0.6135,"MEDIUM","INCREASING","The aggressor's control of over 25% of territory within only 7 days indicates a severe military disadvantage (0.10 balance) and high kinetic pressure. The 36% surge in wheat prices acts as a significant economic shock to domestic stability. While international support is moderate (60.4%), the 'Allied Commitment Questioned' event creates a critical vulnerability in the defender's long-term viability."
1,"2026-02-12 07:56:40",0.531,"MEDIUM","STABLE","The aggressor's control of 24.8% of territory and a negative military balance create severe military pressure. However, the exceptionally high external protection (92.6%) and the stabilization of the frontline act as significant buffers against immediate collapse. Internal debate within the smaller power regarding ""negotiation vs. resistance"" suggests emerging political friction, but the high level of international coordination currently prevents a total loss of governing capacity."
1,"2026-02-15 11:46:59",0.5815,"MEDIUM","INCREASING","The aggressor's control of 36.6% of territory within only 7 days represents a massive military shock, placing extreme pressure on the government's territorial integrity. While international support is high (73.2%) and the frontline is beginning to stabilize, the internal debate within the smaller power regarding 'negotiation vs. resistance' indicates fracturing political consensus. The high sanctions level and rapid loss of land create a volatile environment where a negotiated political transition or loss of governing capacity is a significant risk."
1,"2026-02-15 11:57:29",0.618,"MEDIUM","INCREASING","The rapid loss of 37.5% of territory within the first week represents a critical military failure. The SHOCK EVENT 'Defender Economic Crisis' combined with the battlefield disadvantage (-0.21) creates a pincer effect on government stability. While institutional resilience remains moderate and international support is active (57.4%), the speed of territorial collapse and the information warfare campaign regarding chemical weapons suggest a high risk of sudden political transition or loss of governing capacity if the front is not stabilized immediately."
1,"2026-02-15 12:05:42",0.5305,"HIGH","INCREASING","The primary driver is the ***SHOCK: Defender Military Setback***, which saw critical defensive lines breached and a major battlefield defeat, immediately spiking military pressure and momentum against the defender. While external protection remains very high (84.7%) and provides a significant shield against total collapse, the breach of defensive lines creates immediate internal political vulnerability. The naval 'enhanced inspections' (blockade-lite) are beginning to apply economic pressure, though it hasn't peaked yet."
1,"2026-02-15 12:15:53",0.537,"MEDIUM","INCREASING","The aggressor holds a massive military advantage (0.04 balance) and already controls 33.2% of the territory within 7 days, indicating a rapid conventional collapse. While the smaller power shows economic resilience and is actively coordinating military aid, the sheer speed of territorial loss (Crisis Momentum) creates a high risk of the central government losing the capacity to govern or being forced into a transitional settlement."
1,"2026-02-15 12:25:20",0.6235,"HIGH","INCREASING","The 25% territorial loss and negative military balance create severe baseline pressure, but the *** SHOCK: Defender Leadership Challenge *** is the primary driver of collapse risk. An internal no-confidence threat during a 25% occupation creates a ""pincer effect"" between frontline losses and domestic fragmentation. While high external support (82.7%) provides a shield, the cyber-attack on infrastructure and the opposition's demand for negotiations suggest a rapid decay in governing capacity and institutional cohesion."
1,"2026-02-15 13:12:20",0.6,"MEDIUM","INCREASING","The 19% territorial loss within only 7 days and the significantly negative military balance (0.02) indicate a severe threat to sovereignty. The ***Major Battlefield Shift*** represents a critical shock event that threatens the capital or key logistical hubs. While internal resilience remains moderate and international support is active, the speed of the aggressor's advance creates a high risk of sudden institutional collapse or a forced negotiated transition before external aid can equalize the military disparity."
1,"2026-02-15 13:22:06",0.3595,"MEDIUM","STABLE","The frontline has stabilized with a defensive advantage for the smaller power, and the aggressor has only seized 3.3% of territory. While the military balance slightly favors the aggressor (-0.05), high institutional resilience (72) and significant international support (65%) provide a strong buffer against immediate government collapse. The primary risks are the cyber-attack on satellite communications and domestic pressure on a key ally, which could weaken the external protection shield if the trend continues."
1,"2026-02-15 14:23:03",0.6525,"MEDIUM","INCREASING","The combination of a Major Battlefield Shift (significant territorial loss) and a highly negative military balance (0.07) creates extreme pressure on the defender. While the frontline shows signs of stabilizing, the loss of 17.5% of territory in just 7 days indicates a high rate of deterioration. External protection is moderate but insufficient to offset the aggressor's momentum."
1,"2026-02-15 14:26:30",0.3695,"MEDIUM","STABLE","The aggressor has seized 3.3% of territory and holds a slight military advantage (-0.04), indicating an active but not yet existential threat. High international support (65%) and the strengthening of cyber defenses provide a significant shield. The easing of some sanctions in exchange for partial withdrawal suggests a diplomatic off-ramp is being explored early, reducing immediate collapse pressure."
1,"2026-02-15 14:29:51",0.5885,"MEDIUM","INCREASING","The aggressor's control of over 25% of territory and a significant military advantage (-0.26) create extreme immediate pressure. While the successful defense of key positions (Major Battlefield Shift) provides a temporary reprieve, the ""Defender War Fatigue"" shock event indicates that internal political cohesion is already fracturing just 7 days into the conflict. High international support (70.7%) is the primary tether preventing immediate collapse, but the speed of territorial loss suggests a high risk of forced political transition or loss of governing capacity if the front lines do not stabilize."
1,"2026-02-15 14:33:09",0.572,"MEDIUM","INCREASING","The aggressor holds a significant territorial advantage (32.1%) and military edge (-0.34 balance), creating high immediate pressure. However, the high international support (70.4%) and sympathetic public opinion act as a stabilizer. The 37% oil price surge is a double-edged sword: it strains the defender's economy but likely complicates the aggressor's logistics and international standing. The ""stabilizing"" frontline prevents an immediate collapse despite the high crisis level."
1,"2026-02-15 14:36:29",0.3965,"MEDIUM","STABLE","The smaller power has successfully defended key positions despite an initial military disadvantage (-0.15 balance), preventing a rapid collapse. High international support (79.2%) and economic resilience act as significant buffers against government change. While the aggressor's ally has increased support, the lack of territorial gains (only 3.7%) and the emergence of a peace framework suggest the government currently maintains strong control and legitimacy."
1,"2026-02-15 14:39:25",0.4145,"MEDIUM","INCREASING","The aggressor holds a slight military advantage and has seized 2% of territory, but the high level of international support (74.3%) acts as a significant buffer against immediate collapse. The naval incident creates high tension but has not yet translated into a decisive breakthrough."
1,"2026-02-15 14:43:13",0.468,"MEDIUM","DECREASING","The aggressor holds a significant territorial advantage (nearly 20%) and a slight military edge, creating high immediate pressure. However, the ***SHOCK: Allied Support Surge*** acts as a massive stabilizer, providing the defender with the material means to offset momentum. While sanctions and economic strain are moderate, the high level of international support (64.5%) and the emergence of domestic unrest within the aggressor nation suggest the defender's government has a strong window to maintain control and institutional integrity."
1,"2026-02-15 14:46:37",0.622,"MEDIUM","INCREASING","The aggressor has seized over 25% of territory within the first 7 days, creating extreme military pressure. While the defender successfully held key positions this period, the rapid loss of land and the negative military balance (-0.11) suggest high vulnerability. Public war fatigue is a critical ""shock"" factor emerging early, which threatens to undermine the government's mandate despite moderate international support."
1,"2026-02-15 14:50:14",0.3565,"HIGH","DECREASING","The primary driver of stability is the ***SHOCK: Aggressor Military Failure***, which has halted the initial offensive and caused significant attrition for the aggressor. While the military balance remains slightly in the aggressor's favor (-0.08), the high level of external protection (87.6%) and the stabilization of the frontline provide the defender with significant breathing room. The high institutional resilience reflects a government that has successfully weathered the initial 10/10 crisis level without internal collapse."
1,"2026-02-15 14:53:43",0.5805,"MEDIUM","INCREASING","The aggressor's capture of nearly 12% of territory within 7 days indicates high initial military pressure and a negative military balance. While international support is currently high (72.5%), the ""Allied Commitment Questioned"" shock event introduces significant risk to the defender's long-term sustainability. The cyber-attack on telecommunications and information warfare campaigns are actively eroding institutional resilience and internal stability."
1,"2026-02-15 14:57:07",0.4455,"MEDIUM","STABLE","The smaller power has maintained institutional integrity despite initial territorial loss (5.2%). The military balance is currently slightly in favor of the aggressor (-0.11), but the ""Major Battlefield Shift"" indicates a successful defense of key positions, which bolsters government legitimacy. While the wheat price surge (38%) creates significant economic strain, the high level of international support (61.4%) and new sanctions on the aggressor provide a defensive buffer against immediate collapse."
1,"2026-02-15 15:00:02",0.5485,"MEDIUM","INCREASING","The conflict is in a high-intensity opening phase (Crisis 10/10) with an immediate territorial loss of 5.4%. The major commodity price shock (***) creates sudden economic vulnerability, likely straining the government's ability to fund defense while maintaining domestic subsidies. While international support is relatively high (66.1%), the military balance favors the aggressor, and the speed of initial territorial loss suggests high immediate pressure on the governing elite."
1,"2026-02-15 15:03:13",0.574,"MEDIUM","INCREASING","The aggressor's 13% territorial gain and military advantage create high pressure, but the stabilization of the frontline provides a temporary buffer. The ""Allied Commitment Questioned"" event is a significant shock that undermines the high External Protection score. While the government remains intact, the combination of information warfare and domestic pressure on allies creates a volatile environment where institutional resilience is being tested by rapid crisis momentum."
1,"2026-02-15 15:07:12",0.562,"MEDIUM","INCREASING","The aggressor holds a massive territorial advantage (41.8%) and military superiority (-0.17 balance) within only 7 days, indicating a rapid conventional collapse of the front lines. While external support and sanctions against the aggressor are high, the speed of territorial loss creates an existential threat to the government's physical control."
1,"2026-02-15 15:10:06",0.499,"MEDIUM","STABLE","While the military balance favors the aggressor and territory has been lost, the defender's successful defense of key positions and the contraction of the aggressor's economy provide a stabilizing buffer. The high level of international support (64.4%) and the debate over a no-fly zone act as significant deterrents against immediate collapse."
1,"2026-02-15 15:12:29",0.611,"MEDIUM","INCREASING","The aggressor holds a significant territorial advantage (24.7%) and a negative military balance (-0.12), indicating high immediate threat. The ""Defender War Fatigue"" shock event is critical, as it suggests internal public support is already eroding only 7 days into a maximum-intensity crisis (10/10). While international support is relatively high (65%), the combination of rapid territorial loss and a commodity price shock creates a pincer effect on government legitimacy."
1,"2026-02-15 15:15:29",0.4225,"MEDIUM","STABLE","High military pressure from the aggressor (11.7% territory loss) is currently offset by exceptionally high external protection (84.9%) and a successful tactical defense of key positions. The decline in wheat prices provides a slight economic buffer against sanctions-related strain."
1,"2026-02-15 15:18:33",0.613,"MEDIUM","INCREASING","The primary driver of instability is the ***Defender Economic Crisis***, which creates a critical vulnerability in governance capacity. While the military successfully defended key positions (Battlefield Development), the 14.8% territorial loss and a -0.10 military balance indicate high pressure. The combination of a major commodity shock and an internal economic buckle suggests the government may struggle to fund the war effort or maintain social order, despite moderate international support."
1,"2026-02-15 15:21:39",0.649,"HIGH","INCREASING","The simulated scenario is dominated by the ***SHOCK: Coup Attempt***, which radically undermines government stability. While the military balance (-0.30) and territorial loss (9%) are relatively contained for a Day 7 scenario, the internal fracture within the defender's military faction creates an immediate existential threat. The deepfake controversy further erodes the leader's legitimacy during this chaos. Institutional resilience is scored low because a coup attempt by definition indicates a failure of state command-and-control structures."
1,"2026-02-15 15:24:35",0.5655,"MEDIUM","INCREASING","The aggressor has seized nearly 32% of the territory within the first week, creating a severe military shock. While international support is high (72.1%) and providing a shield, the negative military balance and high crisis level (10/10) suggest the government's territorial integrity is failing rapidly. The momentum is currently favoring the aggressor (-0.20), placing extreme stress on institutional survival."
1,"2026-02-15 15:27:38",0.473,"MEDIUM","STABLE","The conflict is in its early stages with high military pressure but significant international support (71.3%). While the military balance favors the aggressor (-0.08), the frontline has stabilized due to defensive advantages. The commodity price shock (***) adds economic strain, but the cyber incident (***) targeting the major power's financial sector may temporarily distract or degrade the aggressor's offensive capabilities."
1,"2026-02-15 15:30:53",0.4045,"MEDIUM","STABLE","The aggressor holds a slight military advantage and has seized 4.4% of territory, but the influx of advanced allied weaponry and high international support (88.2%) provides a significant buffer. While the crisis level is maxed at 10/10, the stabilization of the frontline prevents an immediate collapse."
1,"2026-02-15 15:33:32",0.604,"MEDIUM","INCREASING","The rapid seizure of 11.6% of territory within the first 7 days indicates high initial military pressure and negative momentum. The crisis level is at a maximum (10/10), suggesting immediate existential threat. However, the 'commodity_shock' and backfiring propaganda (information_warfare) create a complex environment where both the aggressor and defender face economic strain, potentially slowing the aggressor's long-term sustainability despite the initial territorial gains."
1,"2026-02-15 15:36:54",0.572,"MEDIUM","STABLE","The Defender Economic Crisis (***) is the primary driver of instability, as the economy ""buckles"" under pressure despite a stabilizing frontline. While military pressure is significant due to the aggressor's slight advantage and territory loss, the immediate threat to government survival is the internal capacity to fund the war and maintain social order following the economic shock. High international support (62.5%) provides a necessary but currently insufficient buffer against the rapid economic decline."
1,"2026-02-15 15:39:25",0.5765,"MEDIUM","INCREASING","The aggressor's capture of over 25% of territory within the first 7 days indicates a severe military breakthrough, placing extreme pressure on the central government. While international support is relatively high (66.8%), the negative military balance and rapid loss of land create a high risk of institutional shock. The 29% surge in gas prices adds an immediate layer of economic strain that could trigger internal unrest."
1,"2026-02-15 15:42:14",0.516,"MEDIUM","INCREASING","The combination of a 10/10 crisis level, a cyber-induced power grid failure, and the aggressor's military advantage creates high immediate pressure. However, the defender's high international support (77.3%) acts as a significant stabilizing buffer against total collapse in this early stage."
1,"2026-02-15 15:44:48",0.598,"MEDIUM","INCREASING","The aggressor's control of 28.3% of territory within only 7 days indicates a high rate of advance. The ""Major Battlefield Shift"" (***) and ""Allied Commitment Questioned"" (***) are critical shocks; the combination of rapid territorial loss and wavering external support significantly undermines the defender's long-term viability. While the frontline shows some signs of stabilizing, the negative military balance and momentum favor the aggressor."
1,"2026-02-15 15:48:13",0.597,"MEDIUM","INCREASING","The ""Major Battlefield Shift"" (***) indicates a rapid degradation of the defender's territorial integrity, significantly spiking military pressure early in the conflict. While the defender received advanced weaponry, the ""Diplomatic Development"" (***) suggests a fragile support base, as key allies face domestic pressure to withdraw. The combination of an aggressor's military advantage (-0.13) and a maximum crisis level (10/10) creates a high-risk environment for the current government's longevity."
1,"2026-02-15 15:51:09",0.5225,"MEDIUM","INCREASING","The aggressor holds a slight military advantage (-0.10 balance) and has already seized 6.4% of territory within 7 days, indicating high initial kinetic pressure. While international support is moderate (55.6%), the cyber-attack on telecommunications infrastructure threatens the defender's internal coordination. However, the government remains intact with high institutional resilience at this early stage, and the major power is facing its own economic pressure via banking sanctions."
1,"2026-02-15 16:02:05",0.6195,"MEDIUM","INCREASING","The rapid loss of 18.3% of territory within only 7 days and a massive military imbalance (-0.05) indicate a severe threat to sovereignty. The ""Major Battlefield Shift"" shock event signifies a breakthrough for the aggressor, creating extreme military pressure. While international support is moderate (52.3%), it has not yet translated into battlefield parity. The high crisis level (10/10) and negative momentum suggest the government's window for stabilized control is closing rapidly."
1,"2026-02-15 16:04:22",0.5955,"MEDIUM","INCREASING","The primary driver of instability is the internal political shock (Defender Leadership Challenge), which has introduced an immediate threat of a no-confidence vote. While the military front has stabilized and external support remains robust (65%), the internal cohesion of the government is fracturing. The combination of war fatigue and a direct political challenge significantly offsets the resilience of the state institutions."
1,"2026-02-15 16:07:13",0.4655,"MEDIUM","INCREASING","The aggressor holds a significant territorial advantage (nearly 29%) and a negative military balance, creating high immediate military pressure. However, the high EXTERNAL_PROTECTION score (81%) and the failure of the major power's propaganda campaign provide a strong buffer. The delivery of advanced weaponry (Defender Military Aid) acts as a critical stabilizer against the rapid battlefield advances."
1,"2026-02-15 16:10:03",0.5075,"MEDIUM","DECREASING","Despite the aggressor controlling 30% of territory, the defender has successfully held key positions and achieved tactical successes (drone shootdown). High international support (64.5%) and the contraction of the aggressor's GDP provide a buffer against immediate collapse."
1,"2026-02-15 16:12:51",0.4565,"MEDIUM","STABLE","High external support (87.2%) and institutional resilience act as a strong buffer against the 6% territorial loss and the commodity price shock. While military balance favors the aggressor, the stabilized frontline prevents immediate collapse."
1,"2026-02-15 16:15:50",0.3485,"MEDIUM","DECREASING","The conflict is in its early stages with minimal territorial loss (2.0%). While the military balance slightly favors the aggressor (-0.06), the SHOCK EVENT regarding the Aggressor's Economic Crisis significantly mitigates the threat to the defender's government. High international support (66.3%) provides a protective buffer."
1,"2026-02-15 16:18:36",0.499,"MEDIUM","INCREASING","Significant territorial loss (19.3%) in only 7 days creates high military pressure and crisis momentum. However, high international support (72.5%) and reported economic resilience, combined with domestic unrest in the aggressor nation, provide a strong buffer against immediate institutional collapse."
1,"2026-02-15 16:21:45",0.5115,"MEDIUM","STABLE","High initial military pressure with 24% territorial loss creates immediate risk, but successful defense of key positions and high international support provide a stabilizing counter-force."
1,"2026-02-15 16:24:25",0.4015,"MEDIUM","STABLE","High external protection (79.6%) and the arrival of advanced military aid act as a significant shield against government collapse. While the military balance favors the aggressor (-0.19) and 5.6% of territory is lost, the stabilization of the frontline prevents a rapid collapse of governing capacity. Low crisis momentum suggests the initial shock has been absorbed without triggering internal political fragmentation."
1,"2026-02-15 16:27:45",0.4665,"MEDIUM","STABLE","The aggressor holds a clear military advantage and has seized nearly 12% of territory in only 7 days, creating high military pressure and crisis momentum. However, very high external protection (76% support) and the implementation of significant sanctions against the aggressor act as a stabilizing buffer for the defender's government. The high institutional resilience reflects a government still in control of its core functions despite the rapid onset of the crisis."
1,"2026-02-15 16:31:46",0.5575,"MEDIUM","INCREASING","The aggressor's significant territorial gains (10.5% in 7 days) and military advantage (-0.33) create immediate existential pressure. While external protection is moderate (61.4%), the disinformation campaign regarding chemical weapons serves as a high-risk pretext for escalation. The high crisis level (10/10) suggests the government is currently in a ""fight or flight"" mode with high institutional strain."
1,"2026-02-15 16:37:47",0.557,"MEDIUM","INCREASING","The ""Major Battlefield Shift"" resulting in 11% territorial loss within only 7 days indicates high vulnerability to conventional collapse. The cyber disruption of command and control networks acts as a significant force multiplier for the aggressor. While international support is relatively high (68.1%), the speed of territorial loss and the negative military balance suggest the government's physical control is under immediate, high-intensity threat."
1,"2026-02-15 16:41:14",0.541,"MEDIUM","INCREASING","The combination of 13% territorial loss within only 7 days and a negative military balance indicates high initial vulnerability. The ***Cyber Incident (cyber)*** targeting command and control is a critical shock that spikes military pressure and momentum. While high external protection (78.5%) and sanctions provide a buffer, the major commodity price shock adds immediate economic strain that tests institutional resilience early in the conflict."
1,"2026-02-15 16:45:31",0.5715,"MEDIUM","INCREASING","The aggressor's control of 40.5% of territory and a negative military balance create extreme immediate pressure on the government's survival. However, the defender's successful tactical defense of key positions and the expanded military/economic cooperation from allies provide a significant counter-weight. The high sanctions level (78.2%) and external support (71.8%) act as a shield, though the ""Allied Commitment Questioned"" event introduces a critical vulnerability that could lead to rapid collapse if support fluctuates."
1,"2026-02-15 16:49:13",0.6015,"MEDIUM","INCREASING","The combination of a rapid loss of 11.6% of territory within 7 days and the ***Defender Economic Crisis*** shock event creates a high-risk environment. While external support is significant (64.4%), the -0.30 military balance and negative momentum (-0.10) suggest the aggressor holds the initiative. The buckling economy is the primary driver of immediate instability."
1,"2026-02-15 16:52:04",0.569,"MEDIUM","INCREASING","The aggressor's rapid seizure of nearly 25% of territory within 7 days creates extreme military pressure. While international support is high (73%), the 'enhanced inspections' (naval blockade/interdiction) and the 22% oil price surge create a severe economic pincer. The military momentum favors the aggressor (-0.10), suggesting high initial shock and threat to governing capacity despite institutional resilience."
1,"2026-02-15 16:56:48",0.5585,"MEDIUM","INCREASING","The aggressor's 13% territorial gain within 7 days combined with a negative military balance indicates high initial military pressure. While international support is high (71.9%), the 'Allied Commitment Questioned' shock event introduces significant risk to the defender's long-term sustainability. The high crisis level (10/10) and rapid momentum suggest the government is currently in a high-risk survival phase, though institutional collapse has not yet materialized."
1,"2026-02-15 17:01:03",0.7675,"HIGH","INCREASING","The convergence of a successful major territorial gain by the aggressor and a domestic coup attempt creates a terminal crisis. The military balance favors the aggressor, and the loss of nearly 25% of territory in only 7 days indicates a rapid collapse of defensive lines. The ***SHOCK: Coup Attempt*** is the decisive factor, as it suggests a breakdown in the chain of command and internal elite cohesion, making coordinated resistance to the external invasion nearly impossible."
1,"2026-02-15 17:05:58",0.4925,"MEDIUM","STABLE","The conflict is in its early stages with moderate territorial loss (4%) and a slight military disadvantage for the defender. The most critical risk factor is the ""Allied Commitment Questioned"" event, which threatens the EXTERNAL_PROTECTION score. However, high institutional resilience and economic stability are currently buffering the government against immediate collapse. The crisis level is at maximum (10/10), but the frontline has stabilized, preventing a rapid surge in the probability of change."
1,"2026-02-15 17:09:49",0.5715,"MEDIUM","STABLE","The aggressor holds a significant territorial advantage (28.7%) and military superiority (-0.15 balance), creating high immediate pressure. However, the successful defense of key positions and the influx of advanced allied weaponry provide a critical counterbalance. High sanctions (60.6%) create a dual-edged sword of economic strain for both sides, but the defender's institutional resilience is currently holding against the initial shock."
1,"2026-02-15 17:13:23",0.4685,"MEDIUM","STABLE","The aggressor holds a significant military advantage (0.11 balance) and has seized 1.6% of territory in the first week. However, the defender maintains high institutional resilience and strong international support (65.6%). The stabilization of the frontline and a lack of internal political fracturing (low instability) suggest the government remains in firm control despite the 10/10 crisis level."
1,"2026-02-15 17:16:34",0.55,"MEDIUM","INCREASING","The ""Major Battlefield Shift"" shock event indicates significant territorial loss early in the conflict, creating high military pressure. While international support remains high (74.9%), the ""Allied Commitment Questioned"" event introduces a critical vulnerability. The crisis level is at maximum (10/10), and the military balance slightly favors the aggressor."
1,"2026-02-15 17:19:37",0.615,"MEDIUM","INCREASING","The primary driver is the ***SHOCK: Defender Leadership Challenge***, which has spiked internal instability to critical levels (84) during a period of significant military stress. While the military balance is only slightly in favor of the aggressor (-0.04) and the economy shows resilience, the combination of a 22% collapse risk from the political challenge and wavering allied commitment creates a dangerous vacuum. The 11.1% territorial loss combined with internal calls for negotiation suggests a fracturing of the ""defense at all costs"" consensus."
1,"2026-02-15 17:22:56",0.652,"MEDIUM","INCREASING","The primary driver of instability is the ***Defender Internal Crisis*** shock event, which has spiked POLITICAL_INSTABILITY to critical levels (82) due to infighting and war-weariness. While the aggressor's territorial gains are currently modest (2.1%), the combined pressure of a buckling economy, surging wheat prices, and effective information warfare is rapidly eroding INSTITUTIONAL_RESILIENCE. EXTERNAL_PROTECTION remains a moderate buffer, but internal fragmentation typically precedes government collapse in high-intensity conflicts."
1,"2026-02-15 17:26:11",0.6255,"HIGH","INCREASING","The combination of 30.6% territorial loss and a significant military imbalance (-0.41) creates extreme pressure. The ***SHOCK: Defender Military Setback*** is the decisive factor, indicating a collapse of primary defensive lines which historically precedes rapid political destabilization. While international support is relatively high (66.8%), the physical loss of territory and the negative momentum (-0.20) suggest that institutional resilience is being outpaced by the speed of the aggressor's advance."
1,"2026-02-15 17:29:39",0.455,"MEDIUM","STABLE","The aggressor holds a slight military advantage and 5.6% of territory, but the frontline has stabilized with defensive advantages. International support is relatively high (64.3%), providing a buffer against collapse. While the crisis level is at maximum, the lack of rapid momentum and the easing of some sanctions suggest the government is not currently in immediate danger of losing domestic control or governing capacity."
1,"2026-02-15 17:32:59",0.6095,"MEDIUM","INCREASING","The aggressor's control of 27.7% of territory within only 7 days indicates a rapid collapse of defensive lines. The ""Major Battlefield Shift"" shock event suggests the defender is unable to stabilize the front. While international support is moderate (51.7%), it has not yet translated into a positive military balance (-0.11), and the high crisis level (10/10) puts extreme immediate pressure on the governing elite's survival."
1,"2026-02-15 17:36:06",0.5585,"MEDIUM","STABLE","The military balance is heavily skewed against the defender (-0.09) and the crisis level is critical (9/10). While territory loss is currently low (2.2%), the high momentum of the crisis and the aggressor's military advantage create significant immediate pressure. External support is moderate but not yet decisive, and the peace initiative provides a slight buffer against immediate collapse."
1,"2026-02-15 17:38:13",0.4955,"MEDIUM","DECREASING","The conflict is in a high-intensity phase (Crisis 7/10) with significant military pressure, but the government is currently bolstered by high international support (63.6%) and successful defense of key positions. The major intelligence leak (Cyber Incident) increases internal vulnerability, but the SHOCK event (Aggressor Economic Crisis) significantly degrades the aggressor's ability to sustain the offensive, providing a massive buffer for the defender's stability. War fatigue is the primary internal threat to the government."
1,"2026-02-15 17:41:28",0.5665,"MEDIUM","INCREASING","The aggressor has seized a massive 38% of territory within only 7 days, indicating a near-collapse of front-line defenses. While international support is high (76.8%) and naval exercises signal allied resolve, the immediate military momentum (-0.33 balance) and the 10/10 crisis level suggest the government is at extreme risk of losing territorial control or facing a coup as the capital comes under threat. The 38% drop in metals prices adds significant fiscal strain to a state already in total war footing."
1,"2026-02-15 17:44:23",0.549,"MEDIUM","INCREASING","The aggressor holds a massive territorial advantage (42.9% lost) and military momentum (-0.38), creating high immediate collapse risk. However, exceptionally high external protection (88.2%) and aggressive sanctions act as a significant buffer. The deepfake incident (Information Warfare) introduces a volatile internal political threat."
1,"2026-02-15 17:47:41",0.3915,"MEDIUM","DECREASING","Despite a 10% territorial loss and a negative military balance, the defender has successfully stabilized the frontline and defended key positions. High external protection (78.9%) and expanded allied cooperation act as a significant buffer against collapse. The ""Major Battlefield Shift"" indicates high defender resolve, which increases institutional resilience in the short term."
1,"2026-02-15 17:50:29",0.5175,"MEDIUM","STABLE","The aggressor holds a slight military advantage (-0.06) and has seized 1.9% of territory within the first week. While the crisis level is high (8/10), the defender's institutional resilience remains intact. International support is moderate (30.2%), but the joint naval exercises and financial sanctions indicate a quickening of external protection which may stabilize the government in the short term."
1,"2026-02-15 17:53:39",0.5235,"MEDIUM","STABLE","The conflict is in an early, high-intensity phase (Crisis 10/10). While the military balance favors the aggressor (-0.09), the successful defense of key positions and frontline stabilization act as a significant buffer against immediate collapse. International support is relatively high (62.4%), providing a shield against total isolation. However, the emergence of social divisions within the diaspora and potential internal split-points (Information Warfare event) suggest underlying political vulnerabilities that could be exploited if the conflict protracts."
1,"2026-02-15 17:57:14",0.5645,"MEDIUM","INCREASING","The ""Major Battlefield Shift"" (***) indicates significant territorial gains for the aggressor, creating immediate military pressure and crisis momentum. While the smaller power successfully defended key positions in a separate tactical shift, the overall military balance remains heavily skewed in favor of the aggressor (-0.05). High sanctions (44.7%) and commodity shocks are placing significant economic strain on the governing body. However, international support remains above 50%, providing a buffer against immediate collapse."
1,"2026-02-15 18:02:30",0.6445,"HIGH","INCREASING","The simulated shock event (Coup Attempt) has catastrophically undermined the defender's internal stability, raising POLITICAL_INSTABILITY to critical levels. While EXTERNAL_PROTECTION remains high (69.6%), the internal fracture within the military—the primary tool for state survival—severely degrades INSTITUTIONAL_RESILIENCE. The combination of an 8.1% territorial loss and a negative military balance (-0.34) suggests the government is fighting a two-front war against both an external aggressor and internal dissidents."
1,"2026-02-15 18:06:27",0.492,"MEDIUM","STABLE","High military pressure from an 8.4% territorial loss and negative military balance is currently offset by very strong international support (85.2%). The surge in oil prices adds significant economic strain, but the stabilization of the frontline prevents an immediate collapse of governing capacity."
1,"2026-02-15 18:09:05",0.6225,"MEDIUM","INCREASING","Significant loss of territory (36.5%) and a negative military balance create extreme immediate pressure. The SHOCK event regarding unconventional weapons significantly accelerates the crisis momentum and threatens institutional collapse. While international support is relatively high (64.8%), it is currently being outpaced by the aggressor's rapid territorial gains and the psychological impact of the escalation threat."
