scenario_id,condition,agent_id,framework_name,method,lens,focus,bias,model,information_fraction,probability,confidence,rationale,fallback_type
scenario_013,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The crisis is analogous to the Hungarian Revolution of 1956, where a smaller state faced overwhelming military force from a larger power, but international support and diplomatic efforts played a crucial role in the outcome. The current differences, such as Tethys's asymmetric military capabilities and strong international sympathy, make collapse less likely, while Novaris's economic vulnerabilities and internal divisions reduce the likelihood of a swift military victory, thus adjusting the probability downward from the historical case.",
scenario_013,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The key indicator of 'Tethys Territory Remaining' at 62.6% suggests a significant but not catastrophic loss, indicating a moderate risk of government collapse. Secondary factors such as international support for Tethys at 60% and the current military balance reinforce this assessment. The economic sanctions on Novaris and Tethys's asymmetric military capabilities also contribute to the stability of Tethys's government, leading to a probability estimate below 0.5.",
scenario_013,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,medium,"The high probability of government collapse in Tethys is driven by the significant military mobilization of Novaris, the economic vulnerability of Tethys due to trade disruptions and potential energy cutoffs, and the uncertain commitment of international supporters like Meridian, which could lead to a cascade of negative developments culminating in regime change or forced surrender.",
scenario_013,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.18,medium,"Tethys's government collapse is unlikely due to its robust institutional resilience, favorable geographic factors for defense, and significant international support, which provides a structural foundation for its survival, despite economic pressure and military challenges from Novaris.",
scenario_013,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,medium,"The conventional view underestimates the cumulative effect of economic sanctions on Novaris and the potential for internal instability, while also overlooking the strategic vulnerabilities of Tethys's defensive posture and the impact of disinformation spread by Valkoria, which could erode international support and create an environment conducive to government collapse in Tethys.",
scenario_013,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"Tethys's government collapse probability is driven by the moderate loss of territory and declining GDP, but the military balance remains stable, and international support is relatively high. The proposed peace negotiations framework may slow the escalation, and the humanitarian corridors could alleviate some economic pressures. However, the spread of disinformation by Valkoria and backchannel negotiations by Aurelia introduce uncertainty, leading to a medium confidence level in this estimate.",
scenario_013,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.08,high,"Tethys's strong international support, robust asymmetric military capabilities, and control of critical energy transit pipelines provide significant buffers against collapse, while the proposed peace negotiations framework and backchannel negotiations by Aurelia offer potential avenues for de-escalation, reinforcing the likelihood of government survival.",
scenario_013,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by Novaris's military mobilization and economic coercion, but Tethys's asymmetric capabilities and strong international support, particularly from Meridian, act as significant deterrents. The proposed peace negotiations by the neutral power and backchannel negotiations by Aurelia also suggest a potential for de-escalation. However, the ongoing military stalemate and increasing economic pressure on both sides contribute to the uncertainty and moderate confidence in this estimate.",
scenario_014,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The crisis is analogous to the Soviet-Afghan War, where a larger power faced significant resistance from a smaller state with asymmetric capabilities, but key differences such as international support for Tethys and the economic cost of sanctions on Novaris reduce the likelihood of Tethys's government collapse compared to the historical case.",
scenario_014,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The forecast is based on a reference class of great-power pressure campaigns against smaller states, with a historical base rate of government collapse around 40%. Adjustments were made for Tethys's strong international support, its asymmetric military capabilities, and the economic costs to Novaris, which lowered the probability, while the significant military mobilization by Novaris and the potential for internal divisions in Tethys increased it.",
scenario_014,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"The key indicator of 'Tethys Territory Remaining' at 89.8% suggests a relatively stable control of territory, which is crucial for government stability. While other factors like economic pressure and wavering allied support pose risks, the current territorial control and increasing international support for Tethys reinforce its government's position. The likelihood of collapse is moderate but not high due to these balancing factors.",
scenario_014,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.82,high,"The combination of Novaris's significant military mobilization, Tethys's vulnerable economic position due to trade disruptions and potential energy cutoffs, and the uncertain commitment of international allies in the face of escalating events contribute to a high risk of government collapse in Tethys. Additionally, the lack of significant territorial gains by Tethys and the potential for internal divisions within Tethys due to prolonged conflict escalation further exacerbate the situation. The compounded effect of these factors under a worst-case analysis suggests a substantial likelihood of Tethys's government facing removal or collapse by the end of Period 1.",
scenario_014,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The estimated probability of Tethys's government collapse is driven by the scenarios of 'Military Invasion' with a probability of 0.25 and a conditional collapse probability of 0.8, 'Economic Strangulation' with a probability of 0.2 and a conditional collapse probability of 0.6, 'Negotiated Settlement' with a probability of 0.3 and a conditional collapse probability of 0.1, 'Internal Destabilization' with a probability of 0.15 and a conditional collapse probability of 0.7, and 'Status Quo' with a probability of 0.1 and a conditional collapse probability of 0.05. These scenarios and their respective probabilities and conditional probabilities lead to a calculated total probability of collapse, reflecting the complex interplay of military, economic, and diplomatic factors in the Tethys crisis.",
scenario_014,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"Tethys's institutional resilience, geographic defensive advantages, and significant international support contribute to its stability, but the economic pressure from sanctions and the military imbalance with Novaris pose substantial risks to its government's survival, leading to a forecasted probability of collapse below 30%.",
scenario_014,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.12,high,"Tethys's government survival is supported by strong international backing, significant asymmetric military capabilities, and control of critical energy transit pipelines, which create mutual economic dependence with Novaris. The recent increase in international support and successful information warfare efforts further bolster Tethys's position. Despite Novaris's military mobilization, the defender's advantage and potential for a costly quagmire for the aggressor suggest a low probability of government collapse by the end of Period 1.",
scenario_014,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"The probability of Tethys's government collapse is driven by the balance of military power, economic resilience, and international support. While Novaris has a numerical advantage, Tethys's asymmetric capabilities and defensive position reduce the likelihood of a swift military defeat. International support and diplomatic efforts also contribute to Tethys's stability, but the ongoing economic pressure and potential for miscalculation or unintended escalation maintain a notable risk of government collapse.",
scenario_014,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"The current trajectory of Tethys's territorial control and GDP, although deteriorating, suggests a moderate risk of government collapse. International support for Tethys is increasing, which may offset some of the negative trends, but the uncertainty surrounding allied commitments and the potential for further economic sanctions on Novaris introduces volatility. The pace of change in military balance and crisis level indicates a controlled escalation, but the proposed peace initiative and backchannel negotiations could stabilize the situation.",
scenario_014,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,high,"The conventional view underestimates the impact of economic sanctions on Novaris, the strategic value of Tethys's asymmetric capabilities, and the potential for Meridian's wavering support to create a power vacuum, all of which contribute to a higher likelihood of Tethys's government collapse than initially apparent.",
scenario_015,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The historical base rate of government collapse in similar crises of great-power pressure campaigns against smaller states is around 25%. This case shows similarities with a high level of international support for Tethys and significant economic dependencies, but differences include Tethys's strong asymmetric military capabilities and Novaris's internal ethnic divisions. Adjustments for the higher-than-usual international pressure and Tethys's unique military advantages lower the probability, while the economic strain and potential for internal unrest in Novaris push it upwards, resulting in a final estimate of 0.32.",
scenario_015,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.87,high,"The combination of Novaris's significant military mobilization, Tethys's economic vulnerability due to trade disruptions and potential energy cutoffs, and the escalating cyber and covert operations create a Perfect Storm that severely tests Tethys's resilience. Furthermore, the spreading war weariness in Tethys, along with the uncertain momentum on the simulated frontline and the naval incident in the Cerulean Strait, indicate a high risk of government collapse. The international support, though substantial, may not be sufficient to counterbalance the cumulative pressure from these multiple domains.",
scenario_015,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The historical analogy of the Georgian-Russian conflict in 2008 suggests a low to moderate probability of Tethys's government collapse, as the international community's support and the defender's asymmetric capabilities can delay but not necessarily prevent regime change. However, the differences in economic dependence and great-power involvement make collapse more likely than in the Georgian case. The ongoing sanctions and naval incidents also increase the pressure on Tethys.",
scenario_015,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.12,high,"Tethys's government survival is supported by strong international backing, particularly from Meridian and the International Organization, providing economic and diplomatic aid. The country's asymmetric military capabilities and defensive advantages on home terrain also significantly deter Novaris's conventional superiority, reducing the likelihood of a decisive military defeat. Furthermore, the economic mutual dependence between Novaris and Tethys, with 30% of Novaris's energy export revenues flowing through Tethys-controlled pipelines, creates a stabilizing factor that discourages escalation.",
scenario_015,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"Tethys's institutional resilience, geographic defense advantages, and significant asymmetric military capabilities contribute to its stability, but economic strain and the escalating crisis level pose considerable risks, driving the probability of government collapse to a notable but not overwhelming level.",
scenario_015,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by the military stalemate, economic strain, and mixed international support, but Tethys's asymmetric capabilities, defender's advantage, and significant international backing reduce the likelihood of immediate collapse, while Novaris's superior conventional forces and economic leverage pose ongoing threats to Tethys's stability.",
scenario_015,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.72,medium,"Despite conventional expectations of Tethys's resilience due to international support and asymmetric capabilities, the defender's war fatigue, economic strain, and potential internal divisions amidst the crisis could accelerate a government collapse, especially if Novaris successfully exploits these vulnerabilities through targeted economic coercion and cyber operations, potentially forcing a negotiated settlement or leadership change.",
scenario_015,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by the deteriorating trend in territory remaining, GDP, and the increasing crisis level, despite the current military balance and international support. The accelerating change in these variables, combined with the potential for further economic strain and sanctions on Novaris, contributes to this assessment. However, Tethys's asymmetric capabilities and strong international sympathy provide a buffer against immediate collapse.",
scenario_015,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"The key diagnostic variable is the 'Tethys Territory Remaining' at 81.5%, indicating a relatively stable defensive position, which suggests a low probability of immediate government collapse. Secondary factors such as international support for Tethys and economic sanctions on Novaris reinforce this assessment, but the recent 'Defender War Fatigue' event introduces uncertainty, slightly increasing the probability estimate.",
scenario_015,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The calculated probability is based on a scenario tree analysis, considering the military balance, economic factors, and international support. The low to moderate probability of collapse reflects Tethys's current defensive position, asymmetric capabilities, and significant international backing, despite Novaris's military advantage and economic coercion.",
scenario_016,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The historical analogy of the Georgian-Russian conflict in 2008 suggests a moderate likelihood of government collapse in Tethys, adjusted for the stronger international support and economic leverage available to Tethys, which reduces the likelihood of collapse, while the significant military mobilization by Novaris and potential for economic strangulation increases it.",
scenario_016,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The key indicator of 'Tethys Territory Remaining' at 62.4% suggests a significant erosion of control but not yet a catastrophic loss, driving the probability estimate. Secondary factors like 'International Support for Tethys' at 86% and the 'Military Balance' slightly in favor of Novaris reinforce the notion that while Tethys is under pressure, its government collapse is not imminent. The economic strain and wavering allied support introduce uncertainty, hence a medium confidence level.",
scenario_016,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.341,medium,"The calculation is based on scenario tree analysis, considering military, economic, and diplomatic factors. Scenarios include 'Full Invasion' (0.15, P(collapse|scenario)=0.8), 'Negotiated Settlement' (0.40, P(collapse|scenario)=0.1), 'Economic Coercion' (0.30, P(collapse|scenario)=0.5), and 'Status Quo' (0.15, P(collapse|scenario)=0.2), leading to a weighted collapse probability of 0.341.",
scenario_016,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,medium,"The high likelihood of Tethys's government collapse is driven by the combined pressures of military mobilization by Novaris, economic strain from sanctions and potential energy cutoffs, and the wavering commitment of key allies, which could precipitate a cascade of failures in military, economic, and political domains, overwhelming the government's capacity to respond.",
scenario_016,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The base rate for government collapse under great-power pressure is around 40%, but Tethys's strong international support, asymmetric military capabilities, and Novaris's economic vulnerabilities reduce this likelihood, while the wavering allied support and Tethys's economic crisis increase it, leading to an adjusted estimate of 0.32.",
scenario_016,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.13,high,"Tethys's government survival is supported by strong international backing, with 86% support and significant economic aid from Meridian, alongside diplomatic efforts from Aurelia and Valkoria. The military balance, though slightly in favor of Novaris, is mitigated by Tethys's asymmetric capabilities and defensive advantages on home terrain. These factors reinforce each other, creating a robust deterrent against Novaris's aggression and reducing the likelihood of government collapse.",
scenario_016,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"Tethys's government collapse probability is driven by its institutional resilience, geographic defense advantages, and significant international support, which together mitigate the impact of economic strain and military pressure from Novaris, although the defender's economic crisis and wavering allied support introduce notable risks.",
scenario_016,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The increasing military pressure from Novaris, coupled with the economic strain on Tethys, suggests a deteriorating trend. However, Tethys's asymmetric capabilities and strong international support provide a buffer against immediate collapse. The trajectory of these variables indicates a moderate risk of government instability in Tethys.",
scenario_016,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The probability of Tethys's government collapse is driven by the delicate balance between military, economic, and diplomatic factors, including the defensive advantages of Tethys, the economic costs faced by Novaris due to sanctions, and the significance of international support for Tethys, which, despite wavering allied commitments and internal economic strain, currently tips the scale slightly in favor of Tethys's resilience.",
scenario_016,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,high,"Despite the conventional view that Tethys's strong international support and asymmetric military capabilities will prevent its collapse, I argue that the economic strain, potential wavering of allied support, and Novaris's continued military pressure could lead to a collapse of the Tethys government, especially considering the defender's economy is buckling under war strain and critical shortages are emerging.",
scenario_017,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The base rate of government collapse under great-power pressure is estimated at 40%, but Tethys's strong international support, asymmetric military capabilities, and control of critical energy transit pipelines reduce this risk, while Novaris's economic sanctions, military mobilization, and cyber operations increase it, leading to an adjusted estimate of 0.32.",
scenario_017,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The estimated probability of Tethys's government collapse is driven by the scenarios of full invasion, economic capitulation, and negotiated settlement, with the highest probability assigned to a frozen conflict scenario which still poses significant risks to Tethys's stability due to ongoing economic and military pressures from Novaris.",
scenario_017,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The crisis bears resemblance to the Hungarian Revolution of 1956, where a smaller state faced overwhelming military force from a larger power, but international pressure and diplomatic efforts played a significant role in the outcome. However, differences such as Tethys's stronger asymmetric capabilities and the presence of economic sanctions on Novaris make government collapse less likely, adjusting the probability downward from the historical analogue's eventual Soviet intervention and regime change.",
scenario_017,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The key indicator of 'Tethys Territory Remaining' at 60.9% suggests that while Tethys has lost significant territory, it still maintains control over a sizable portion, indicating a moderate level of resilience. This, combined with the 'International Support for Tethys' at 48% and the imposition of sanctions on Novaris, reinforces Tethys's position, though the economic strain and military balance slightly favor Novaris, hence a probability of government collapse below 0.5 but not negligible.",
scenario_017,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,high,"The combination of Novaris's military mobilization, the exposure of Tethys's military plans via cyber breach, and the growing economic strain due to sanctions and trade disruptions create a high-risk environment for Tethys's government stability. The international community's condemnation and sanctioning of Novaris may not be sufficient to deter their aggression, and Tethys's asymmetric capabilities, while significant, may not be enough to counter Novaris's conventional military advantages. The loss of 39.1% of Tethys's territory and the decline in GDP to $16.6B from a baseline of $30B indicate a precarious situation that could escalate into a full-scale government collapse.",
scenario_017,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.12,high,"Tethys's government benefits from strong international support, a robust defense strategy leveraging asymmetric capabilities, and significant economic leverage through control of critical energy transit pipelines, which collectively bolster its resilience against Novaris's aggression and reduce the likelihood of collapse.",
scenario_017,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by the balanced military capabilities, significant international support, and Novaris's economic vulnerabilities, but also considering the defender's war fatigue and the leak of Tethys's military plans, which could shift the balance in favor of Novaris, and the potential for backchannel negotiations to de-escalate the situation.",
scenario_017,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"Tethys's government collapse probability is driven by its institutional resilience, currently strained by war fatigue and economic disruption, but still bolstered by international support and asymmetric military capabilities. Geographic factors favor the defense, and while economic sanctions impact both sides, Tethys's control of critical energy transit pipelines provides leverage. The robustness of its institutions and external structural support, particularly from Meridian and the International Organization, mitigate against a high probability of collapse.",
scenario_017,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,high,"The conventional view underestimates Novaris's resolve and the impact of Tethys's defender strain, war fatigue, and exposed military plans, which significantly increase the likelihood of government collapse. Additionally, the economic strain on Tethys and the potential for further international isolation could exacerbate its vulnerability. These factors contribute to a higher probability of collapse than the obvious interpretation suggests.",
scenario_017,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by the deteriorating military balance, increasing economic strain due to sanctions and loss of territory, and the potential for accelerating cyber incidents and intelligence leaks to compromise Tethys's defensive capabilities. However, substantial international support and Meridian's security commitment act as stabilizing factors. The current trajectory suggests a moderate risk of government collapse by the end of Period 1, given the pace of change in key variables.",
scenario_018,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"The key diagnostic variable is Tethys Territory Remaining, currently at 95.3%, indicating a relatively stable control over its territory. This, combined with strong international support and asymmetric military capabilities, reduces the likelihood of immediate government collapse, while the ongoing economic pressure and military mobilization by Novaris pose significant risks, hence a moderate probability estimate.",
scenario_018,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The historical analogy of the Georgian-Russian conflict in 2008 provides a relevant parallel, with a larger power claiming historical rights over a smaller state's territory. However, key differences such as the stronger international support for Tethys and its possession of asymmetric military capabilities make government collapse less likely, adjusting the probability downward from the historical outcome.",
scenario_018,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.41,medium,"The forecast is driven by a combination of military, economic, and diplomatic factors, including the ongoing military demonstrations, economic coercion, and cyber operations by Novaris, as well as Tethys's defensive capabilities and international support, with scenarios ranging from full invasion to negotiated settlement and their respective conditional probabilities of collapse.",
scenario_018,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.12,high,"Tethys's strong international support, defensive military advantages, and economic leverage through control of energy transit pipelines significantly reduce the likelihood of government collapse, while Novaris's own economic vulnerabilities and internal divisions further stabilize the situation in Tethys's favor.",
scenario_018,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The deteriorating trend in Tethys's GDP and the modest decline in its territorial control, combined with the accelerating cyber incidents and naval tensions, suggest a heightened risk of government collapse. However, the strong international support for Tethys and the uncertain momentum on the battlefield temper this risk, preventing a higher probability estimate. The current trajectory of key variables indicates a challenging but not yet catastrophic situation for Tethys's government.",
scenario_018,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"The historical base rate for government collapse in similar crises is around 25%, considering great-power pressure campaigns against smaller states. Adjustments are made for Tethys's strong international support, asymmetric military capabilities, and Novaris's economic vulnerabilities, which decrease the likelihood, while the intense military mobilization and economic sanctions increase it. The final estimate reflects a balanced consideration of these factors.",
scenario_018,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by the balance of military power, economic resilience, and international support, with Novaris's conventional superiority offset by Tethys's asymmetric capabilities and diplomatic backing, leading to a precarious but not imminent collapse scenario.",
scenario_018,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"Tethys's government collapse probability is driven by its robust institutional resilience, favorable geographic defensive position, and significant international support, which together mitigate the impact of Novaris's military and economic pressures, although ongoing commodity shocks and cyber incidents introduce uncertainties that prevent a lower probability estimate.",
scenario_018,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,high,"The conventional view underestimates the cumulative impact of economic sanctions, cyber disruptions, and the psychological toll of prolonged military mobilization on Tethys's government stability, while overestimating the deterrent effect of international support and Meridian's security commitment, leading to a higher than expected likelihood of government collapse or removal.",
scenario_018,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,high,"The combination of Novaris's military mobilization, economic coercion, and cyber operations, alongside Tethys's limited defense capabilities and dependence on international support, creates a high-risk scenario for government collapse. The recent battlefield shift and commodity price movement could further destabilize Tethys's economy and military, increasing the likelihood of collapse. Additionally, the uncertain momentum on the frontline and potential for further escalation contribute to the elevated probability estimate.",
scenario_019,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,medium,"The high likelihood of Tethys's government collapse is driven by the significant military pressure from Novaris, coupled with the erosion of its economic base due to sanctions and conflict disruption, and the potential for international support to wane if a decisive victory by Novaris seems imminent, leading to a cascade of events that could rapidly undermine the government's ability to maintain power.",
scenario_019,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"The key indicator of 'Tethys Territory Remaining' at 81.0% suggests a relatively stable defensive position, reinforced by strong international support at 84% and significant sanctions on Novaris at 44%, indicating a low likelihood of immediate government collapse. The economic pressure and military balance, while concerning, do not currently overwhelm the defensive capabilities and diplomatic advantages of Tethys. Thus, the forecast is for a lower probability of government collapse by the end of Period 1.",
scenario_019,framework_baseline,3,historical_analogy,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The historical analogy of the Georgian-Russian conflict in 2008 suggests a low to moderate probability of government collapse in Tethys, adjusted for the stronger international support and Tethys's asymmetric military capabilities, which reduce the likelihood of collapse, while the economic pressure and Novaris's military mobilization increase it.",
scenario_019,framework_baseline,5,best_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.12,high,"Tethys's government is likely to survive due to strong international support, significant asymmetric military capabilities, and control of critical energy transit pipelines, which create mutual economic dependence and deterrence against Novaris's aggression, alongside Meridian's reaffirmed security commitment and the International Organization's humanitarian efforts.",
scenario_019,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The forecast is based on a reference class of great-power pressure campaigns against smaller states, which historically has a base rate of government collapse around 25%. Adjustments are made for Tethys's strong international support, its asymmetric military capabilities, and the economic sanctions on Novaris, which decrease the probability, as well as for Novaris's military numerical advantage and the potential economic strain on Tethys, which increase it.",
scenario_019,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.41,medium,"The estimated probability of Tethys's government collapse is driven by the scenarios of full invasion, economic capitulation, and negotiated settlement, with probabilities of 0.25, 0.20, and 0.55 respectively. Conditional collapse probabilities for these scenarios are 0.80, 0.60, and 0.05. The weighted calculation yields a total collapse probability of 0.41, reflecting the volatile military situation, significant economic pressure, and substantial international support for Tethys.",
scenario_019,framework_baseline,6,trend,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The current trajectory of Tethys's territorial control and economic stability, coupled with the increasing international sanctions on Novaris, suggests a moderate risk of government collapse. However, Tethys's asymmetric military capabilities and strong international support are mitigating factors. The accelerating economic pressure on both sides and the uncertain momentum on the battlefield contribute to the assessed probability.",
scenario_019,framework_baseline,9,devils_advocate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.81,medium,"Despite international support and asymmetric capabilities, Tethys's economic vulnerability, the significant erosion of its GDP, and the potential for internal destabilization under prolonged conflict pressure may outweigh its defensive advantages, leading to a higher than expected probability of government collapse or removal by the end of Period 1.",
scenario_019,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"Tethys's government collapse probability is driven by its robust institutional resilience, favorable geographic factors for defense, and significant international structural support, which counterbalance the economic pressure and military threats from Novaris, although the recent sanctions and economic crisis have increased vulnerability.",
scenario_019,framework_baseline,8,game_theoretic,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The probability of Tethys's government collapse is driven by the current military balance, economic pressure, and international support. Despite Novaris's numerical advantage, Tethys's asymmetric capabilities and defensive positioning reduce the likelihood of immediate military defeat. However, the ongoing economic sanctions and potential for internal instability due to prolonged conflict pressure contribute to a non-negligible risk of government collapse.",
scenario_020,framework_baseline,0,base_rate,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.32,medium,"The base rate of government collapse in similar crises involving great-power pressure campaigns against smaller states is around 25%. Adjustments for Tethys's strong international support and asymmetric military capabilities decrease the likelihood, while the significant economic pressure and Novaris's military mobilization increase it. The final estimate reflects these competing factors.",
scenario_020,framework_baseline,2,scenario_tree,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.42,medium,"The estimated probability of Tethys's government collapse is driven by the high likelihood of a military stalemate and the economic strain caused by sanctions, balanced against the strong international support for Tethys and its asymmetric military capabilities, which reduce the likelihood of a complete collapse.",
scenario_020,framework_baseline,1,key_indicator,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.21,medium,"The key diagnostic variable is the 'Tethys Territory Remaining' at 77.6%, indicating a significant but not catastrophic loss of territory, which suggests Tethys's government still maintains control over a substantial portion of its land. Secondary factors such as high international support for Tethys and substantial sanctions on Novaris reinforce this assessment, though the economic strain and military balance suggest caution. The modest probability reflects the ongoing volatility and potential for rapid deterioration.",
scenario_020,framework_baseline,4,worst_case,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.83,medium,"The combination of Novaris's significant military mobilization, the defender's war fatigue, and the potential for economic collapse due to sanctions and trade disruptions create a high-risk environment for Tethys's government stability. The recent naval incident and defender leadership challenge further exacerbate the situation, suggesting internal and external pressures that could precipitate a collapse. Despite international support, the pace of diplomatic efforts and the effectiveness of sanctions may not be sufficient to prevent a worst-case scenario.",
scenario_020,framework_baseline,7,structural,,,,,meta-llama/llama-3.3-70b-instruct,1.0,0.23,medium,"Tethys's government collapse probability is driven by its robust institutional resilience, favorable geographic defensive position, and significant international structural support, which counterbalance the economic strain and military pressure from Novaris, thus reducing the likelihood of immediate collapse.",
